source_sku,source_name,brand_name,form,functional_area,category,servings,cost_usd,srp_usd,active_ingredients,primary_benefits,usage,cautions,image_file,shipping_scope,source_category
GCN-054,Pure3 100% Whey Protein Isolate (Chocolate),Core Performance Pure3 100% Whey Protein Isolate Chocolate,Powder,performance,Performance,60,29.95,49.86,"Whey Protein Isolate, Natural Flavors, Stevia Extract (leaf).",Accelerate muscle recovery post-exercise; Aid in the maintenance and growth of muscle mass; Support metabolic rate as part of a balanced diet; Enhance satiety and help manage weight by curbing hunger pangs,"As a dietary supplement, adults mix one (1) scoop with 6-8 oz (177-236 ml) of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,US_ONLY,Proteins
GCN-055,Fruits and Veggies,Core Recovery Fruits And Veggies,Capsules,recovery,Recovery,60,6.09,49.95,"Apple Fiber Powder (Malus pumila) (fruit), Carrot Powder (whole carrot), Beet Root Powder (Beta vulgaris) (root), Blueberry Powder (fruit), Garlic Powder (bulb), Ginger Powder (root), Raspberry Powder (fruit), Red Bell Pepper Powder (fruit), Strawberry Juice Powder (fruit), Tomato Extract (Lycopersicon esculentum) (fruit), Gelatin (capsule), Brown Rice Flour.","This supplement supports digestive health with Apple Fiber Powder, Ginger Powder, and Brown Rice Flour.; It provides essential vitamins and nutrients from Carrot Powder, Red Bell Pepper Powder, and Strawberry Juice Powder, while promoting heart and circulatory health with Beet Root Powder and Tomato Extract.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz (177-236ml) of water or as directed by a healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-joint.svg,ALL_SUPPORTED_DESTINATIONS,Greens & Superfoods
GCN-056,Focus Powder (Sour Grape),Core Performance Focus Powder Sour Grape,Powder,performance,Performance,60,13.75,39.9,"L-Arginine HCl, Inositol, Alpha-GPC, Natural Caffeine (from Green Tea), L-Theanine, Asian Ginseng Extract, Black Pepper Extract, Thiamine (as Thiamine HCl), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Vitamin B6 (as Pyridoxine HCl), Folate (as Folic Acid), Vitamin B12 (as Methylcobalamin), Pantothenic Acid (as D-Calcium Pantothenate), Citric Acid, Natural Flavor, Polydextrose, Sucralose, Silicon Dioxide, Vegetable Juice Powder (for color).","Power up your mind with Focus Powder, a blend of nootropics, adaptogens, and essential vitamins designed to promote cognitive function, mental clarity, and sustained energy.; With key ingredients like Alpha-GPC, L-Theanine, Natural Caffeine, and Asian Ginseng, this formula supports focus, memory, and alertness without the jitters.",Mix 2 scoops with 16 fl oz (480ml) water,"Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Brain & Cognitive
GCN-057,Normal Blood Sugar Support,Core Immunity Normal Blood Sugar Support,Capsules,immunity,Immunity,60,6.95,29.9,"Vitamin C (as ascorbic acid); Vitamin E (as d-alpha tocopheryl acetate); Biotin; Magnesium (as magnesium oxide); Zinc (as zinc oxide); Manganese (as manganese amino acid chelate); Chromium (as chromium amino acid chelate); Bitter Melon Extract (Mormordica charantia Linn.)(fruit), Deglycyrrhizinated Licorice Extract (root), Cinnamon (Cinnamomum cassia)(bark), Gymnema Sylvestre Powder (leaf), Alpha Lipoic Acid, Banaba Extract (Lagerstroemia speciosa)(leaf)(std. to 1% corosolic acid), Yarrow Herb Powder, Juniper Berry, Mulberry Fruit Powder (fresh fruit), Taurine, Cayenne Pepper Extract (fruit)",This blood sugar supplement is a natural product designed to support healthy glucose metabolism and insulin sensitivity.,"As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz of water or as directed by healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-immune.svg,ALL_SUPPORTED_DESTINATIONS,Weight Management
GCN-058,Reds Superfood,Core Immunity Reds Superfood,Powder,immunity,Immunity,60,8.75,30,"Beet Root Powder (Beta vulgaris)(root), Strawberry Juice Powder (fruit), Hibiscus Powder (flower), Raspberry Powder (fruit), Black Currant Powder (fruit), Acai Juice Powder (fruit), Blueberry Extract (berry), Cranberry Powder (Vaccinium macrocarpon L.)(fruit), Grape Seed Extract (Vitis vinifera) (seed), African Mango Extract (Irvingia gabonensis)(seed), Pomegranate Powder (fruit), Oat Fiber Powder, Inulin (Helianthus tuberosus)(root), L. Acidophilus, L. Salivarius, L. Plantarum, L. Rhamnosus, B. Lactis, B. Bifidum, L. Fermentum, L. Reuteri, B. Longum, Cinnamon (Cinnamomum cassia)(bark), Green Tea Powder (leaf), Ginger Powder (root), Turmeric Powder (root), Shilajit Extract (Asphaltum puniabiunum)(gum & resin), Bitter Melon Extract (Mormordica charantia Linn.)(fruit), Black Pepper Extract (fruit)","This reds powder supplement is a concentrated blend of fruits and vegetables that provide antioxidants, fiber, and essential nutrients for optimal health.","As a dietary supplement, adults use one (1) scoop of powder in 6-8 ounces of cold water or favorite beverage once daily. Consume within 10 minutes of mixing.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-immune.svg,US_ONLY,Greens & Superfoods
GCN-059,Sleep Formula,Core Sleep Sleep Formula,Capsules,sleep,Sleep,60,6.95,29.9,"Valerian Extract (root); Chamomile Extract (flower); GABA (Gamma-Aminobutyric Acid); L-Tryptophan; Lemon Balm Extract (Melissa officinalis) (stem, leaves, flower); Passion Flower Extract (stem, leaves, flower); Melatonin",This Sleep Supplement contains ingredients that may help support a relaxing and enjoyable sleep.,"As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz of water or as directed by a healthcare professional.","Do not exceed the recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-sleep.svg,ALL_SUPPORTED_DESTINATIONS,Sleep & Relaxation
GCN-060,Hydration Powder (Lychee),Core Performance Hydration Powder Lychee,Powder,performance,Performance,60,11.45,34.99,"Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Premium Formulation: Our formula avoids fillers and unnecessary additives, focusing on delivering essential nutrients.; All-Day Consumption: Suitable for consumption throughout the day.; Keto Friendly: Designed to fit into various dietary lifestyles.; Various nutrients: Contains essential nutrients to support overall health.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Intra-Workout Supplements
GCN-061,Hydration Powder (Peach Mango),Core Performance Hydration Powder Peach Mango,Powder,performance,Performance,60,11.45,34.99,"Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Premium Formulation: Our formula avoids fillers and unnecessary additives, focusing on delivering essential nutrients.; All-Day Consumption: Suitable for consumption throughout the day.; Keto Friendly: Designed to fit into various dietary lifestyles.; Various nutrients: Contains essential nutrients to support overall health.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Intra-Workout Supplements
GCN-062,Keto BHB,Core Energy Keto Bhb,Capsules,energy,Energy,60,6.39,19.95,"Calcium Citrate, MCT Powder, Calcium BHB (β-Hydroxybutyric Acid), Magnesium BHB (β-Hydroxybutyric Acid), Sodium BHB (β-Hydroxybutyric Acid)","This keto supplement is a dietary aid designed to support the body's transition into ketosis, promoting weight loss while providing essential nutrients.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz of water or as directed by healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Specialty Supplements
GCN-063,Plant Protein (Chocolate),Core Sleep Plant Protein Chocolate,Liquid,sleep,Sleep,30,24.99,44.9,"Fava Bean Protein Isolate, YESTEINTM Fermented Nutritional Yeast Protein, Nidau Cocoa Powder, Natural Flavor, MCT Oil Powder, Nightfall Black Cocoa Powder, Apple Pectin Powder, Sea Salt, Sunflower Lecithin, Stevia Extract (leaf).","High-Quality Plant Protein: Each serving delivers 21g of a powerful blend of Fava Bean Protein Isolate and YESTEINTM Fermented Nutritional Yeast Protein to support muscle recovery and growth.; Low-Calorie and Nutrient-Dense: Each serving contains just 110 kcal and provides all essential amino acids necessary for muscle repair and growth, along with apple pectin powder for added digestive support.; Rich Chocolate Flavor with Healthy Fats: Enjoy the indulgent taste of Nidau Cocoa Powder and Nightfall Black Cocoa Powder, enhanced with MCT oil powder for quick energy and metabolism.; Weight Management: The combination of protein and fiber helps increase feelings of fullness, aiding in weight management.","As a dietary supplement, adults mix two (2) scoops with 6-8 oz. of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional.","Accidental overdose of iron-containing products is a leading cause of fatal poisoning in children under 6. Keep this product out of reach of children. In case of accidental overdose, call a doctor or poison control center immediately. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-sleep.svg,US_ONLY,Proteins
GCN-064,BCAA Post Workout Powder (Honeydew/Watermelon),Core Performance BCAA Post Workout Powder Honeydew/watermelon,Powder,performance,Performance,60,15.35,35.9,"Vitamin B6 (as Pyridoxine Hydrochloride), L-Glutamine, BCAA 2:1:1, Citric Acid, Honeydew Flavor, Watermelon Flavor, Potassium Citrate, Silicon Dioxide, Sucralose, Sea Salt, Beet Powder (Color), Grape Skin Extract (Color), Acesulfame Potassium.",Faster muscle recovery; Promotes lean muscle growth; Promotes tissue support; Enhanced athletic performance,"Mix 1/2 a scoop (6.5g) in 8-10 oz (236-295 ml) of cold beverage. It will take a few minutes for all the powder to dissolve in the beverage. Best taken pre-workout, post-workout, or between meals.","This product is not intended to diagnose, treat, cure, or prevent any disease. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Post-Workout Recovery
GCN-065,Pure3 100% Whey Protein Isolate (Vanilla),Core Performance Pure3 100% Whey Protein Isolate Vanilla,Powder,performance,Performance,60,33.95,49.86,"Whey Protein Isolate, Natural Flavors, Stevia Extract (leaf).",Accelerate muscle recovery post-exercise; Aid in the maintenance and growth of muscle mass; Support metabolic rate as part of a balanced diet; Enhance satiety and help manage weight by curbing hunger pangs,"As a dietary supplement, adults mix one (1) scoop with 6-8 oz (177-236 ml) of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,US_ONLY,Proteins
GCN-066,Energy Powder (Cotton Candy),Core Performance Energy Powder Cotton Candy,Powder,performance,Performance,60,11.65,34.99,"Thiamine (As Thiamine HCl), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Vitamin B6 (As Pyridoxine HCl), Folate, Vitamin B12 (As Methylcobalamin), Pantothenic Acid (As D-Calcium Pantothenate), Magnesium (As Magnesium Citrate), Sodium (As Sodium Citrate), Potassium (As Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-Theanine, Polydextrose, Citric Acid, Natural And Artificial Flavors, Sucralose, Calcium Silicate, Blue Spirulina (For Color).","Backed by Science: Our formula isn't just a mix of ingredients; it's a carefully selected blend of components supported by scientific research to support energy and focus.; Balanced Energy: Featuring caffeine and L-theanine, our Energy Powder is designed to provide a steady energy boost. Say goodbye to jitters and the dreaded crash, and hello to sustained performance.; Nutrient-Rich: Beyond caffeine, our powder is infused with essential electrolytes and nutrients, aiming to support hydration and overall wellness, helping you maintain peak performance during physical and mental activities.; Precisely Formulated: Every ingredient in our Energy Powder is thoughtfully included at specific dosages, focusing on optimal effectiveness and alignment with wellness goals.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant or nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Pre-Workout Supplements
GCN-067,BCAA Shock Powder (Fruit Punch),Core Performance BCAA Shock Powder Fruit Punch,Powder,performance,Performance,60,15.35,33.9,"Vitamin B6 (as Pyridoxine Hydrochloride), L-Glutamine, BCAA 2:1:1, Citric Acid, Fruit Punch flavor, Potassium Citrate, Silicon Dioxide, Sucralose, Sodium Chloride, Acesulfame Potassium, FD&C Red #40 Powder.",Supports faster muscle recovery; Promotes lean muscle growth; Promotes tissue support; Enhanced athletic performance,"Mix 1/2 a scoop (6.5g) in 8-10 oz (236-295 ml) of cold beverage. It will take a few minutes for all the powder to dissolve in the beverage. Best taken pre-workout, post-workout, or between meals.","This product is not intended to diagnose, treat, cure or prevent any disease. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Intra-Workout Supplements
GCN-068,Energy Powder (Strawberry Shortcake),Core Performance Energy Powder Strawberry Shortcake,Powder,performance,Performance,60,11.65,34.99,"Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Backed by Science: Our formula isn't just a mix of ingredients; it's a carefully selected blend of components supported by scientific research to support energy and focus.; Balanced Energy: Featuring caffeine and L-theanine, our Energy Powder is designed to provide a steady energy boost. Say goodbye to jitters and the dreaded crash, and hello to sustained performance.; Nutrient-Rich: Beyond caffeine, our powder is infused with essential electrolytes and nutrients, aiming to support hydration and overall wellness, helping you maintain peak performance during physical and mental activities.; Precisely Formulated: Every ingredient in our Energy Powder is thoughtfully included at specific dosages, focusing on optimal effectiveness and alignment with wellness goals.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Pre-Workout Supplements
GCN-069,Nitric Oxide,Core Performance Nitric Oxide,Capsules,performance,Performance,60,7.55,39.99,"L-Arginine Alpha-Ketoglutarate, L-Arginine Hydrochloride, L-Citrulline DL-Malate, Cellulose (vegetable capsule), Brown Rice Flour.","Nitric Oxide supports healthy circulation and promotes muscle growth, making it ideal for fitness and overall wellness.; With key ingredients like L-Arginine Alpha-Ketoglutarate, L-Arginine Hydrochloride, and L-Citrulline DL-Malate, this supplement helps promote normal blood flow and endurance.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz (177-236ml) of water or as directed by healthcare professional.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,ALL_SUPPORTED_DESTINATIONS,Post-Workout Recovery
GCN-070,Hydration Powder (Passion Fruit),Core Performance Hydration Powder Passion Fruit,Powder,performance,Performance,60,11.45,34.99,"Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Premium Formulation: Our formula avoids fillers and unnecessary additives, focusing on delivering essential nutrients.; All-Day Consumption: Suitable for consumption throughout the day.; Keto Friendly: Designed to fit into various dietary lifestyles.; Various nutrients: Contains essential nutrients to support overall health.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Intra-Workout Supplements
GCN-071,Women's Vitality Formula,Core Base Womens Vitality Formula,Capsules,foundational,Foundational,60,6.99,30.5,"Soy Isoflavones (30 mg), Black Cohosh Root Extract (160 mg), Dong Quai Root Extract (1%) (150 mg), Licorice Root Extract (1%) (150 mg), Red Clover Aerial Parts Extract (1%) (400 mg), Sage Leaf Extract (2.5%) (200 mg), Chasteberry Fruit Extract (0.5%) (50 mg), Blessed Thistle Herb Powder (50 mg), Red Raspberry Fruit Powder (50 mg), Wild Yam Root Extract (16%) (15 mg), trans-Resveratrol (from Polygonum cuspidatum Root Extract) (1 mg), Gelatin (bovine), Microcrystalline Cellulose, Vegetable Magnesium Stearate, Silicon Dioxide.","Support your body’s natural balance with Women's Vitality Formula — a carefully crafted blend of botanical extracts and nutrients designed to help maintain hormonal well-being, promote reproductive health, and overall vitality.; Featuring Soy Isoflavones, Black Cohosh, Dong Quai, Red Clover, and more, this formula supports women’s wellness throughout different life stages.",Take 2 (two) capsules daily preferably with meals or as directed by a healthcare professional.,"Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. This product is manufactured and packaged in a facility which may also process milk, soy, wheat, egg, peanuts, tree nuts, fish and crustacean shellfish. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Sexual & Reproductive Wellness
GCN-072,Energy Powder (Guava Berry),Core Performance Energy Powder Guava Berry,Powder,performance,Performance,60,11.65,34.99,"Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Backed by Science: Our formula isn't just a mix of ingredients; it's a carefully selected blend of components supported by scientific research to support energy and focus.; Balanced Energy: Featuring caffeine and L-theanine, our Energy Powder is designed to provide a steady energy boost. Say goodbye to jitters and the dreaded crash, and hello to sustained performance.; Nutrient-Rich: Beyond caffeine, our powder is infused with essential electrolytes and nutrients, aiming to support hydration and overall wellness, helping you maintain peak performance during physical and mental activities.; Precisely Formulated: Every ingredient in our Energy Powder is thoughtfully included at specific dosages, focusing on optimal effectiveness and alignment with wellness goals.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water).","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications.",assets/product-energy.svg,US_ONLY,Pre-Workout Supplements
GCN-073,Colostrum Powder,Core Performance Colostrum Powder,Powder,performance,Performance,60,9.76,39.95,"Bovine Colostrum (25% Immunoglobulin G) 2300 mg, Immunoglobulins (IgG) 575 mg.","Colostrum Powder is a dietary supplement for adults, delivering 2300 mg of Bovine Colostrum (25% IgG) per serving to support normal immune function, digestive health, and post-exercise recovery routines.; It contains naturally occurring immunoglobulins and growth factors that help maintain normal gut lining integrity and a balanced immune response.","As a dietary supplement, adults use one (1) scoop of powder in 6-8 oz (177-237ml) of cold water or favorite beverage. Consume within 10 minutes of mixing","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE.",assets/product-energy.svg,US_ONLY,Post-Workout Recovery
GCN-074,Bee Pearl,Core Base Bee Pearl,Capsules,foundational,Foundational,30,9.35,34.9,"Freeze Dried Extract of Bee Bread, Vitamin C.",Boosts immune system; Antioxidant; Supports heart health,One (1) capsule per day during the main meal or immediately after it with a glass of water. Suitable for vegetarians. Gluten-free. Suitable for long-term use.,"This product is not intended to diagnose, treat, cure or prevent any disease. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Recommended to anyone who is not allergic to bee products. If you are prone to allergic reactions, consult a doctor or pharmacist before use. Do not exceed the recommended daily dose. Do not use on an empty stomach. Consult a doctor or pharmacist before using this product during pregnancy or when breastfeeding. Do not use after the expiry of the validity period. Do not use food supplements as a substitute for a diverse and balanced diet. Keep out of reach and sight of children. Store at room temperature from +15C to +25C in a dry place, away from direct sunlight.",assets/product-omega.svg,ALL_SUPPORTED_DESTINATIONS,Bee Products
