source_sku,source_name,product_id,brand_name,category,badge,suggested_price_usd,hero_headline,hero_subheadline,what_it_is,what_it_does,how_to_use,key_ingredients,testing_copy,cautions_copy,cta_primary,cta_secondary,image_file
GCN-059,Sleep Formula,core-sleep-sleep-formula,Core Sleep Sleep Formula,Sleep,Core Sleep,30,Core Sleep Sleep Formula,Supports restful sleep quality and circadian rhythm.,A premium capsules formula engineered for sleep routine architecture and long-term consistency,Supports restful sleep quality and circadian rhythm.,"As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz of water or as directed by a healthcare professional. Do not exceed labeled serving size.","Valerian Extract (root); Chamomile Extract (flower); GABA (Gamma-Aminobutyric Acid); L-Tryptophan; Lemon Balm Extract (Melissa officinalis) (stem, leaves, flower); Passion Flower Extract (stem, leaves, flower); Melatonin","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed the recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-sleep-sleep-formula.svg
GCN-060,Hydration Powder (Lychee),core-performance-hydration-powder-lychee,Core Performance Hydration Powder Lychee,Performance,Core Performance,35,Core Performance Hydration Powder Lychee,"Supports cognitive performance, focus, and mental clarity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity; Supports exercise performance and recovery.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water). Do not exceed labeled serving size.","Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-hydration-powder-lychee.svg
GCN-061,Hydration Powder (Peach Mango),core-performance-hydration-powder-peach-mango,Core Performance Hydration Powder Peach Mango,Performance,Core Performance,35,Core Performance Hydration Powder Peach Mango,"Supports cognitive performance, focus, and mental clarity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity; Supports exercise performance and recovery.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water). Do not exceed labeled serving size.","Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-hydration-powder-peach-mango.svg
GCN-062,Keto BHB,core-energy-keto-bhb,Core Energy Keto Bhb,Energy,Core Energy,20,Core Energy Keto Bhb,Supports stable energy and metabolic efficiency.,A premium capsules formula engineered for energy routine architecture and long-term consistency,Supports stable energy and metabolic efficiency.,"As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz of water or as directed by healthcare professional. Do not exceed labeled serving size.","Calcium Citrate, MCT Powder, Calcium BHB (β-Hydroxybutyric Acid), Magnesium BHB (β-Hydroxybutyric Acid), Sodium BHB (β-Hydroxybutyric Acid)","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-energy-keto-bhb.svg
GCN-063,Plant Protein (Chocolate),core-sleep-plant-protein-chocolate,Core Sleep Plant Protein Chocolate,Sleep,Core Sleep,45,Core Sleep Plant Protein Chocolate,"Supports exercise performance, strength output, and recovery capacity.",A premium liquid formula engineered for sleep routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports cellular energy metabolism and daily vitality; Supports nightly recovery and sleep quality.","As a dietary supplement, adults mix two (2) scoops with 6-8 oz. of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Fava Bean Protein Isolate, YESTEINTM Fermented Nutritional Yeast Protein, Nidau Cocoa Powder, Natural Flavor, MCT Oil Powder, Nightfall Black Cocoa Powder, Apple Pectin Powder, Sea Salt, Sunflower Lecithin, Stevia Extract (leaf).","Third-party verified identity, potency, and contaminant controls on every production lot.","Accidental overdose of iron-containing products is a leading cause of fatal poisoning in children under 6. Keep this product out of reach of children. In case of accidental overdose, call a doctor or poison control center immediately. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-sleep-plant-protein-chocolate.svg
GCN-064,BCAA Post Workout Powder (Honeydew/Watermelon),core-performance-bcaa-post-workout-powder-honeydew-watermelon,Core Performance BCAA Post Workout Powder Honeydew/watermelon,Performance,Core Performance,36,Core Performance BCAA Post Workout Powder Honeydew/watermelon,"Supports exercise performance, strength output, and recovery capacity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports exercise performance and recovery.","Mix 1/2 a scoop (6.5g) in 8-10 oz (236-295 ml) of cold beverage. It will take a few minutes for all the powder to dissolve in the beverage. Best taken pre-workout, post-workout, or between meals. Do not exceed labeled serving size.","Vitamin B6 (as Pyridoxine Hydrochloride), L-Glutamine, BCAA 2:1:1, Citric Acid, Honeydew Flavor, Watermelon Flavor, Potassium Citrate, Silicon Dioxide, Sucralose, Sea Salt, Beet Powder (Color), Grape Skin Extract (Color), Acesulfame Potassium.","Third-party verified identity, potency, and contaminant controls on every production lot.","This product is not intended to diagnose, treat, cure, or prevent any disease. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",Add to Cart,Build My Stack,/assets/packshots/core-performance-bcaa-post-workout-powder-honeydew-watermelon.svg
GCN-065,Pure3 100% Whey Protein Isolate (Vanilla),core-performance-pure3-100-whey-protein-isolate-vanilla,Core Performance Pure3 100% Whey Protein Isolate Vanilla,Performance,Core Performance,50,Core Performance Pure3 100% Whey Protein Isolate Vanilla,"Supports exercise performance, strength output, and recovery capacity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports exercise performance and recovery.","As a dietary supplement, adults mix one (1) scoop with 6-8 oz (177-236 ml) of water or favorite beverage daily. For best results, take 20-30 minutes before a meal with 8 oz. of water or as directed by your healthcare professional. Do not exceed labeled serving size.","Whey Protein Isolate, Natural Flavors, Stevia Extract (leaf).","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-pure3-100-whey-protein-isolate-vanilla.svg
GCN-066,Energy Powder (Cotton Candy),core-performance-energy-powder-cotton-candy,Core Performance Energy Powder Cotton Candy,Performance,Core Performance,35,Core Performance Energy Powder Cotton Candy,Supports exercise performance and recovery.,A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance and recovery; Supports cognitive performance, focus, and mental clarity; Supports exercise performance, strength output, and recovery capacity.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water). Do not exceed labeled serving size.","Thiamine (As Thiamine HCl), Riboflavin (Vitamin B2), Niacin (Vitamin B3), Vitamin B6 (As Pyridoxine HCl), Folate, Vitamin B12 (As Methylcobalamin), Pantothenic Acid (As D-Calcium Pantothenate), Magnesium (As Magnesium Citrate), Sodium (As Sodium Citrate), Potassium (As Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-Theanine, Polydextrose, Citric Acid, Natural And Artificial Flavors, Sucralose, Calcium Silicate, Blue Spirulina (For Color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant or nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-energy-powder-cotton-candy.svg
GCN-067,BCAA Shock Powder (Fruit Punch),core-performance-bcaa-shock-powder-fruit-punch,Core Performance BCAA Shock Powder Fruit Punch,Performance,Core Performance,34,Core Performance BCAA Shock Powder Fruit Punch,"Supports exercise performance, strength output, and recovery capacity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity; Supports exercise performance and recovery.","Mix 1/2 a scoop (6.5g) in 8-10 oz (236-295 ml) of cold beverage. It will take a few minutes for all the powder to dissolve in the beverage. Best taken pre-workout, post-workout, or between meals. Do not exceed labeled serving size.","Vitamin B6 (as Pyridoxine Hydrochloride), L-Glutamine, BCAA 2:1:1, Citric Acid, Fruit Punch flavor, Potassium Citrate, Silicon Dioxide, Sucralose, Sodium Chloride, Acesulfame Potassium, FD&C Red #40 Powder.","Third-party verified identity, potency, and contaminant controls on every production lot.","This product is not intended to diagnose, treat, cure or prevent any disease. Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement.",Add to Cart,Build My Stack,/assets/packshots/core-performance-bcaa-shock-powder-fruit-punch.svg
GCN-068,Energy Powder (Strawberry Shortcake),core-performance-energy-powder-strawberry-shortcake,Core Performance Energy Powder Strawberry Shortcake,Performance,Core Performance,35,Core Performance Energy Powder Strawberry Shortcake,Supports exercise performance and recovery.,A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance and recovery; Supports cognitive performance, focus, and mental clarity; Supports exercise performance, strength output, and recovery capacity.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water). Do not exceed labeled serving size.","Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-energy-powder-strawberry-shortcake.svg
GCN-069,Nitric Oxide,core-performance-nitric-oxide,Core Performance Nitric Oxide,Performance,Core Performance,40,Core Performance Nitric Oxide,"Supports exercise performance, strength output, and recovery capacity.",A premium capsules formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance, strength output, and recovery capacity.","As a dietary supplement, adults take two (2) capsules daily. For best results, take with 6-8 oz (177-236ml) of water or as directed by healthcare professional. Do not exceed labeled serving size.","L-Arginine Alpha-Ketoglutarate, L-Arginine Hydrochloride, L-Citrulline DL-Malate, Cellulose (vegetable capsule), Brown Rice Flour.","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with known medical conditions should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-nitric-oxide.svg
GCN-070,Hydration Powder (Passion Fruit),core-performance-hydration-powder-passion-fruit,Core Performance Hydration Powder Passion Fruit,Performance,Core Performance,35,Core Performance Hydration Powder Passion Fruit,"Supports cognitive performance, focus, and mental clarity.",A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity; Supports exercise performance and recovery.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 14-20 ounces (414-591 ml) of water (2 scoops with 28-40 ounces (828 ml-1.2 1) of water). Do not exceed labeled serving size.","Vitamin B1 (Thiamin), Vitamin B2 (Riboflavin), Vitamin B3 (Niacin), Vitamin B6 (Pyridoxal 5 Phosphate), Vitamin B9 (Folate), Vitamin B12 (Methylcobalamin), Calcium (Calcium Citrate), Magnesium (Magnesium Citrate), Sodium (Sodium Citrate), Potassium (Potassium Citrate), Polydextrose, Citric Acid, Natural & Artificial Flavors, Sucralose, Calcium Silicate, Fruit & Vegetable Blend (for color)","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-hydration-powder-passion-fruit.svg
GCN-071,Women's Vitality Formula,core-base-womens-vitality-formula,Core Base Womens Vitality Formula,Foundational,Core Base,31,Core Base Womens Vitality Formula,Supports cellular energy metabolism and daily vitality.,A premium capsules formula engineered for foundational routine architecture and long-term consistency,Supports cellular energy metabolism and daily vitality; Supports hormonal and reproductive health markers.,Take 2 (two) capsules daily preferably with meals or as directed by a healthcare professional. Do not exceed labeled serving size.,"Soy Isoflavones (30 mg), Black Cohosh Root Extract (160 mg), Dong Quai Root Extract (1%) (150 mg), Licorice Root Extract (1%) (150 mg), Red Clover Aerial Parts Extract (1%) (400 mg), Sage Leaf Extract (2.5%) (200 mg), Chasteberry Fruit Extract (0.5%) (50 mg), Blessed Thistle Herb Powder (50 mg), Red Raspberry Fruit Powder (50 mg), Wild Yam Root Extract (16%) (15 mg), trans-Resveratrol (from Polygonum cuspidatum Root Extract) (1 mg), Gelatin (bovine), Microcrystalline Cellulose, Vegetable Magnesium Stearate, Silicon Dioxide.","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. This product is manufactured and packaged in a facility which may also process milk, soy, wheat, egg, peanuts, tree nuts, fish and crustacean shellfish. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-base-womens-vitality-formula.svg
GCN-072,Energy Powder (Guava Berry),core-performance-energy-powder-guava-berry,Core Performance Energy Powder Guava Berry,Performance,Core Performance,35,Core Performance Energy Powder Guava Berry,Supports exercise performance and recovery.,A premium powder formula engineered for performance routine architecture and long-term consistency,"Supports exercise performance and recovery; Supports cognitive performance, focus, and mental clarity; Supports exercise performance, strength output, and recovery capacity.","Measuring with the scooper located inside the jar, mix each scoop, to desired taste, with 6-10 ounces (177-296 ml) of water (2 scoops with 12-20 ounces (355-591 ml) of water). Do not exceed labeled serving size.","Thiamin (from Vitamin B1), Riboflavin (from Vitamin B2), Niacin (from Vitamin B3), Vitamin B6 (as Pyridoxal-5-phosphate), Folate (from Vitamin B9), Vitamin B12 (as Methylcobalamin), Pantothenic acid (from Vitamin B5), Calcium (from Calcium Ascorbate), Magnesium (from Magnesium Citrate), Sodium (from Sodium Citrate), Potassium (from Potassium Citrate), Taurine, Natural Caffeine (From Green Tea), L-theanine, Polydextrose, Citric acid, N&A Flavors, Sucralose, Calcium silicate, Fruit and Veggie blend (for color).","Third-party verified identity, potency, and contaminant controls on every production lot.","Recommended to not exceed more than 5 scoops within a 24 hour period. Not intended for use by persons with a medical condition. Consult your physician before using this product if you are pregnant of nursing or taking any medication. Manufactured in a facility that produces Milk, Eggs, Fish, Shellfish, Tree Nuts, Peanuts, Wheat, Soybeans, and Sesame. Store in a cool dry place, keep out of reach of children. Do not use if safety seal is broken or missing. Contents sold by weight not volume, some settling may occur. Secure lid tightly when not in use. Consume within 90 days. This product is intended to supplement a balanced diet and active lifestyle. Consult with a healthcare professional before starting any new dietary supplement, especially if you are pregnant, nursing, have any medical conditions, or are taking any medications. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-energy-powder-guava-berry.svg
GCN-073,Colostrum Powder,core-performance-colostrum-powder,Core Performance Colostrum Powder,Performance,Core Performance,40,Core Performance Colostrum Powder,Supports normal immune function.,A premium powder formula engineered for performance routine architecture and long-term consistency,Supports normal immune function.,"As a dietary supplement, adults use one (1) scoop of powder in 6-8 oz (177-237ml) of cold water or favorite beverage. Consume within 10 minutes of mixing. Do not exceed labeled serving size.","Bovine Colostrum (25% Immunoglobulin G) 2300 mg, Immunoglobulins (IgG) 575 mg.","Third-party verified identity, potency, and contaminant controls on every production lot.","Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. KEEP OUT OF THE REACH OF CHILDREN. DO NOT USE IF SAFETY SEAL IS DAMAGED OR MISSING. STORE IN A COOL, DRY PLACE. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-performance-colostrum-powder.svg
GCN-074,Bee Pearl,core-base-bee-pearl,Core Base Bee Pearl,Foundational,Core Base,35,Core Base Bee Pearl,Supports normal immune function.,A premium capsules formula engineered for foundational routine architecture and long-term consistency,Supports normal immune function; Provides antioxidant support against oxidative stress; Supports cardiovascular function and circulation.,One (1) capsule per day during the main meal or immediately after it with a glass of water. Suitable for vegetarians. Gluten-free. Suitable for long-term use. Do not exceed labeled serving size.,"Freeze Dried Extract of Bee Bread, Vitamin C.","Third-party verified identity, potency, and contaminant controls on every production lot.","This product is not intended to diagnose, treat, cure or prevent any disease. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Recommended to anyone who is not allergic to bee products. If you are prone to allergic reactions, consult a doctor or pharmacist before use. Do not exceed the recommended daily dose. Do not use on an empty stomach. Consult a doctor or pharmacist before using this product during pregnancy or when breastfeeding. Do not use after the expiry of the validity period. Do not use food supplements as a substitute for a diverse and balanced diet. Keep out of reach and sight of children. Store at room temperature from +15C to +25C in a dry place, away from direct sunlight.",Add to Cart,Build My Stack,/assets/packshots/core-base-bee-pearl.svg
GCN-075,Mushroom Complex 10 X,core-focus-mushroom-complex-10-x,Core Focus Mushroom Complex 10 X,Focus,Core Focus,36,Core Focus Mushroom Complex 10 X,"Supports cognitive performance, focus, and mental clarity.",A premium capsules formula engineered for focus routine architecture and long-term consistency,"Supports cognitive performance, focus, and mental clarity; Supports cellular energy metabolism and daily vitality; Supports normal immune function.",As a dietary supplement take two (2) vegetable capsules once a day. For best results take 20-30 min before a meal with an 8oz (240 ml) glass of water or as directed by your healthcare professional. Do not exceed labeled serving size.,"Cordyceps Sinensis Powder, Reishi Mushroom Extract, Shiitake Mushroom Extract, Lions Mane, Proprietary Blend (Maitake Mushroom Extract, Turkey Tail Extract, Chaga Mushroom Extract, Royal Sun Agaricus Extract, White Button Mushroom Extract, Black Fungus Extract, Hypromellose (vegetable capsule), Microcrystalline Cellulose, Magnesium Stearate.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-focus-mushroom-complex-10-x.svg
GCN-076,Fermented Mushroom Blend,core-immunity-fermented-mushroom-blend,Core Immunity Fermented Mushroom Blend,Immunity,Core Immunity,52,Core Immunity Fermented Mushroom Blend,Supports immune readiness and daily resilience.,A premium powder formula engineered for immunity routine architecture and long-term consistency,Supports immune readiness and daily resilience.,Take one scoop daily mixed into food or drinks or as directed by a health professional. Do not exceed labeled serving size.,"Vitamin C, Organic Prebiotic Fiber Blend (Organic Inulin, Organic Green Tea Extract, Organic Fermented Ginger Root), Organic Immune Blend (Mushroom Mycelial Biomass Blend,[Cordyceps (Cordyceps militaris), Reishi (Ganoderma lucidum), Himematsutake (Royal Sun Agaricus) (Agaricus blazei), Shiitake (Lentinula edodes), Maitake (Grifola frondosa), Turkey Tails (Trametes versicolor)], Acerola Cherry Extract, Total Beta Flucan (from Organic Immune Blend), Organic Cassava Maltodextrin","Third-party verified identity, potency, and contaminant controls on every production lot.","This product is not intended to diagnose, treat, cure or prevent any disease. Use only if seal is intact, Consult your health care practitioner if you are pregnant or nursing, taking medications or have a medical conditions, before taking this or any other product. Store in a cool, dry place. Keep out of reach of children.",Add to Cart,Build My Stack,/assets/packshots/core-immunity-fermented-mushroom-blend.svg
GCN-077,Sea Moss,core-immunity-sea-moss,Core Immunity Sea Moss,Immunity,Core Immunity,26,Core Immunity Sea Moss,Supports immune readiness and daily resilience.,A premium capsules formula engineered for immunity routine architecture and long-term consistency,"Supports immune readiness and daily resilience; Supports healthy skin, hair, and nail structure; Provides antioxidant support against oxidative stress.","As a dietary supplement, take two (2) capsules once a day. For best results, take 20-30 min before a meal or as directed by your healthcare professional. Do not exceed labeled serving size.","Organic Irish Moss, Organic Bladderwrack, Organic Burdock, BioPerine®, Pullulan Capsules.","Third-party verified identity, potency, and contaminant controls on every production lot.","Keep out of reach of children. Do not use if the safety seal is damaged or missing. Store in a cool, dry place. Do not exceed recommended dose. Pregnant or nursing mothers, children under the age of 18, and individuals with a known medical condition should consult a physician before using this or any dietary supplement. Keep out of reach of children. Do not use if safety seal is damaged. This product is not intended to diagnose, treat, cure, or prevent any disease.",Add to Cart,Build My Stack,/assets/packshots/core-immunity-sea-moss.svg
